"","IP1","IP2","IP3","control4","control5","control6","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-SAOUHSC_02472",1884,1450,1642,2075,2537,243,1344.75348184387,0.0899156697257497,0.272676474802087,0.329752208330447,0.741587201492863,0.797446261001153
"gene-SAOUHSC_02473",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02474",2235,1733,1610,2076,3596,723,1847.29364321287,-0.473010713661513,0.323688604767585,-1.46131407375661,0.143929269320784,0.209957491861771
"gene-SAOUHSC_02475",364,335,379,461,1044,50,339.957278918213,-0.317001005001034,0.441727897637581,-0.717638633865773,0.472980129935759,0.560997950805577
"gene-SAOUHSC_02476",282,196,234,431,651,75,262.372640564077,-0.731745846061335,0.257394438098082,-2.84289688412963,0.00447055316214204,0.0101860234558864
"gene-SAOUHSC_A02350",13,13,15,5,6,0,6.98580065852042,1.93670785740908,0.822527273268392,2.35458193345174,0.0185435551777212,0.0359970855114262
"gene-SAOUHSC_02477",53120,48462,38758,32459,27833,15548,36475.6387780868,0.204999543107392,0.516153012373934,0.397168161752153,0.691243458681774,0.754859888544519
"gene-SAOUHSC_02478",41067,44706,35754,20976,24668,2962,23922.076853543,1.32640411545949,0.251068370893582,5.28303947940022,1.27057996753323e-07,8.08041691649323e-07
"gene-SAOUHSC_02480",3049,2821,2268,3167,3817,502,2209.02085968505,0.0750463256962207,0.209139069475965,0.358834558670757,0.719718857969659,0.779434764794482
"gene-SAOUHSC_02481",1813,1586,1318,2123,2658,513,1504.72901941163,-0.368649881740292,0.249986711307681,-1.47467791312539,0.140299156861127,0.206530606313829
"gene-SAOUHSC_02482",2544,2341,1888,3706,4516,572,2195.95892176114,-0.410617746434681,0.211718467703561,-1.93945172043097,0.0524463579287198,0.0887379426435932
"gene-SAOUHSC_02483",1695,1558,1089,3116,4024,967,2003.74412492478,-1.21813923153726,0.332563328055916,-3.66287900310057,0.000249396359693982,0.000766362580629152
"gene-SAOUHSC_02484",34782,28791,26300,19282,16592,5722,20197.6141889106,0.697606726314009,0.376837762754092,1.85121236580856,0.0641390074661285,0.106011066357783
"gene-SAOUHSC_02485",115798,99653,95902,68451,78988,23791,75101.0616806418,0.459776697737413,0.369275883179702,1.2450764284373,0.213103657713422,0.293084358149769
"gene-SAOUHSC_02486",35972,32928,25735,22741,18601,8664,23446.0566140662,0.35608342876226,0.461685975031652,0.771267588836433,0.440548339319879,0.530058089664809
"gene-SAOUHSC_02487",36992,33217,29022,23211,38950,11451,28007.2345223508,-0.0329297064436623,0.426458080778479,-0.0772167486744552,0.938451117911112,0.953311424049969
"gene-SAOUHSC_02488",16173,14323,17187,10384,31258,3146,13064.2864103883,0.0894507828225268,0.393198169621572,0.227495420206603,0.820038530033917,0.85955090280037
"gene-SAOUHSC_02489",22305,19106,16614,13428,15889,1799,12376.6199422753,0.90400542946477,0.223125727682242,4.05155173657151,5.08790724311044e-05,0.000180618430217498
"gene-SAOUHSC_02490",78387,69605,63854,52969,59966,20370,55264.7590445465,0.204729748278662,0.403474700129694,0.507416569645763,0.611862561970156,0.689824043556199
"gene-SAOUHSC_02491",121920,105598,92127,88110,123539,23192,82269.2155257392,0.235386225540411,0.258024572743065,0.912262824575253,0.361630379059053,0.453859372253143
"gene-SAOUHSC_02492",37553,33006,26207,29412,27065,24096,35700.170330933,-0.729618574946961,0.650272962564887,-1.12201893197144,0.261854390417907,0.350289352921172
"gene-SAOUHSC_02493",23955,20728,20760,15533,31234,3083,16047.4363921599,0.410408620134451,0.286593695168686,1.43202250102847,0.152137381877389,0.219967096539577
"gene-SAOUHSC_02494",57172,50410,42692,39480,52794,32034,52173.2146978413,-0.579932873205095,0.595034582895465,-0.974620450433512,0.329748565595034,0.422158252356838
"gene-SAOUHSC_02495",42405,36263,35125,28580,57638,7151,29577.6243477411,0.215197578428018,0.279238536341642,0.770658596221577,0.440909319385539,0.530058089664809
"gene-SAOUHSC_02496",45446,39991,32253,29887,28604,5510,26301.8512464112,0.71517470105748,0.237993704612766,3.00501520500773,0.00265567573325304,0.00641905395489116
"gene-SAOUHSC_02498",44950,33479,35287,27417,46990,6936,28177.3783029372,0.350271849552782,0.251290650536975,1.39389129203294,0.163350434276274,0.233564705451887
"gene-SAOUHSC_02499",24578,18810,18481,14273,24585,2536,14317.2580630354,0.580442693025519,0.244774231354463,2.37133904910508,0.0177237642065697,0.0345034358595223
"gene-SAOUHSC_02500",55744,45071,40753,32537,52482,10730,35707.9949195093,0.28962457222294,0.310824575340694,0.931794314865494,0.351442833269803,0.443919265434346
"gene-SAOUHSC_02501",44177,37704,36200,25444,47552,10013,30761.9984203487,0.20679500839773,0.355652430279312,0.581452538466625,0.560935496963358,0.641169389981887
"gene-SAOUHSC_02502",48433,38979,33192,25910,33749,12169,31152.0650312798,0.20600344233699,0.44072009478911,0.467424664254452,0.640196079822452,0.711011934681256
"gene-SAOUHSC_02503",30796,26390,24391,18493,28863,2296,17850.7029704518,0.810640040857214,0.296140721887751,2.73734741946256,0.00619368443341068,0.0136360554473724
"gene-SAOUHSC_02504",17106,13502,13570,9486,15716,1730,9928.69337990133,0.699550752194186,0.23250865301538,3.00870846362829,0.00262360741365174,0.00636398931045965
"gene-SAOUHSC_02505",46764,40567,32045,25658,32973,15588,33215.4884202371,-0.00989217384490559,0.519986817844924,-0.0190238935015767,0.984822044599495,0.98626131686051
"gene-SAOUHSC_02506",71328,60794,50914,39073,51732,16714,46197.5443942445,0.28895664050276,0.411215741896543,0.702688664519703,0.482249793412341,0.570253099112695
"gene-SAOUHSC_02507",28971,25995,21407,16455,36074,9955,22717.4040249835,-0.18543085857839,0.462844811861557,-0.400632898600698,0.688690420498343,0.752971855838037
"gene-SAOUHSC_02508",44665,37059,32319,23955,42584,9710,29252.0366761368,0.237261740900884,0.364386014804212,0.651127461706693,0.514964210624352,0.601413251521666
"gene-SAOUHSC_02509",107371,91108,78013,77477,98464,70578,104445.805554413,-0.782586900205289,0.632515599470196,-1.23726102701782,0.215990191629642,0.296452978746866
"gene-SAOUHSC_02510",21427,17346,15408,14603,22144,4441,14336.0489632957,0.13888587202191,0.291495354172891,0.476459984811746,0.633746708688047,0.706425265764106
"gene-SAOUHSC_02511",50841,44561,37324,33125,43368,22491,41641.0691544086,-0.32912583764683,0.548086241526682,-0.600500090515058,0.548173000584244,0.628941898116958
"gene-SAOUHSC_02512",61508,51684,46957,38279,54078,25076,48835.1888301259,-0.253365594272709,0.526661096596197,-0.481079001107557,0.630460351847576,0.704480972040034
"gene-SAOUHSC_02515",831,501,560,1141,2451,62,669.877823133923,-0.666762464953254,0.558446825480458,-1.19395873435149,0.232494110394025,0.316261219151376
"gene-SAOUHSC_02516",41238,24151,45095,7335,6689,1169,17804.1210352295,2.76126039746615,0.338962575531111,8.1462102214075,3.75507096871479e-16,7.2483447360896e-15
"gene-SAOUHSC_02517",7292,5136,7197,4608,6079,1440,4843.0712807477,0.396097107330236,0.344540712650385,1.14963803343661,0.250292986391268,0.337126818525045
"gene-SAOUHSC_02518",21,4,42,10,20,3,14.7789236336144,0.953958328101713,0.869923950756909,1.09659968238797,0.272816426402156,0.361076689892955
"gene-SAOUHSC_02519",1549,999,1316,1939,2968,192,1177.76759446617,-0.261509508646903,0.364411102522771,-0.717622231695212,0.472990246009372,0.560997950805577
"gene-SAOUHSC_02520",3613,2751,2533,4595,6961,1866,3692.51481120115,-0.99954880487747,0.377261726350657,-2.64948372724247,0.00806148543642922,0.0171556922214693
"gene-SAOUHSC_02521",602,419,381,988,1796,272,663.624453639243,-1.28559553597302,0.282381290631885,-4.55269374644558,5.29633463106914e-06,2.38770612232903e-05
"gene-SAOUHSC_02522",2168,1378,1886,1265,1896,129,1172.03459442852,0.849256225730885,0.356439437722642,2.38261015996698,0.0171903878442654,0.0335873136682425
"gene-SAOUHSC_02523",309,212,200,426,310,14,188.191031198887,0.12512385157886,0.532631962422545,0.23491615300322,0.814273812074485,0.854488713206801
"gene-SAOUHSC_02524",2985,1789,2784,1866,2378,244,1664.15857905864,0.781534408044591,0.303208483092733,2.57754796327901,0.00995040712253115,0.0205997476758745
"gene-SAOUHSC_02525",10441,8138,8314,10616,15260,3074,8517.74133548829,-0.352025588839568,0.282302967737333,-1.24697799552397,0.212405566039749,0.292318173903161
"gene-SAOUHSC_02527",6965,4931,5563,6698,8613,1852,5281.18777331643,-0.236621264202822,0.285561142714692,-0.828618564673674,0.407320279638418,0.497090332363715
"gene-SAOUHSC_02528",307,218,250,510,665,61,272.275439928522,-0.632434247369534,0.284832376449989,-2.22037345350934,0.0263934275266256,0.0493481479198368
"gene-SAOUHSC_02529",1032,734,843,1921,2593,385,1095.52298213747,-1.01401708512735,0.214954971515597,-4.71734651205204,2.38940537199701e-06,1.15102989888292e-05
"gene-SAOUHSC_02530",1813,1096,2363,174,190,4,788.842062989068,4.12647589956424,0.612744226023365,6.73441825204059,1.64587105667296e-11,1.81908571223411e-10
"gene-SAOUHSC_02531",6088,3248,7037,394,398,36,2411.60764690567,4.38853603707965,0.416958445643232,10.5251160707623,6.61798297608035e-26,3.62797826748725e-24
"gene-SAOUHSC_02532",6689,3620,7151,660,751,38,2621.04580697478,3.79053047011103,0.483305550431093,7.84292766083485,4.40161582566216e-15,7.58794275354716e-14
"gene-SAOUHSC_02533",327,171,261,162,137,94,200.085599717769,0.166701986324942,0.592406522281646,0.281397959095541,0.778405183309596,0.827300739608997
"gene-SAOUHSC_02534",216,140,140,128,126,147,194.138320105117,-0.866851753968575,0.739790388135131,-1.17175319911055,0.241296157511747,0.326775082875346
"gene-SAOUHSC_02535",66,43,38,44,39,2,30.3170342243804,0.816688183453042,0.484111348155778,1.68698417536423,0.0916063948408061,0.14438937795207
"gene-SAOUHSC_02536",4861,3374,2960,4646,5750,1193,3434.16304477881,-0.305015101386002,0.26956933529544,-1.13149034941869,0.257848763033892,0.345605603655696
"gene-SAOUHSC_02537",1356,1067,814,1656,1577,556,1165.01591678849,-0.687475093089591,0.399636806874373,-1.72024968987829,0.0853870642104022,0.135600198725789
"gene-SAOUHSC_02538",462,359,244,355,260,149,312.633198884668,-0.17536108821913,0.521281186450008,-0.336404022967645,0.736566216199947,0.793603773036185
"gene-SAOUHSC_02540",1184,909,950,1053,2026,191,869.415495049924,-0.0806321683988121,0.284852077787202,-0.283066807955841,0.777125624850053,0.826261186079906
"gene-SAOUHSC_02541",1151,841,905,862,1616,207,797.382739556999,0.026495629871723,0.268633748429514,0.0986310544621503,0.921431212336445,0.941350336568839
"gene-SAOUHSC_02542",2681,1941,1915,1759,2390,830,1897.56694235917,-0.134202364467532,0.435921552765321,-0.307858979709086,0.758189640225406,0.810213568755493
"gene-SAOUHSC_02543",2880,2289,2157,2928,3561,405,1974.19795851251,0.0833024354019328,0.215081845282986,0.38730575001498,0.6985298691976,0.761603170831591
"gene-SAOUHSC_02544",1033,809,701,749,933,307,735.387251655769,-0.117005829455105,0.407194666606865,-0.287346173834027,0.77384727102281,0.823414351658976
"gene-SAOUHSC_02545",1702,1291,1039,1575,1977,369,1176.95223085459,-0.161793377498044,0.246725740640513,-0.65576205011289,0.511977237612966,0.598679840041382
"gene-SAOUHSC_02546",1897,1300,1381,1203,1453,452,1216.97875873675,0.120126212578545,0.385707651044814,0.311443686048603,0.755463347401695,0.807930173713635
"gene-SAOUHSC_02547",1982,1297,1325,1673,1896,196,1142.62182722264,0.304491185818234,0.259812272394256,1.17196613929068,0.241210651012493,0.326775082875346
"gene-SAOUHSC_02549",1415,965,988,1617,2420,230,1040.61608379299,-0.31777806332302,0.255755963973103,-1.2425049972889,0.214050297851881,0.294091161108775
"gene-SAOUHSC_02550",3195,2151,1679,2560,1373,147,1487.60587336449,0.845101186654053,0.458106189897444,1.84477137679202,0.0650708028311415,0.107313837845648
"gene-SAOUHSC_02551",2102,1487,1343,854,804,121,936.628837239688,1.38638826743792,0.234990917544448,5.89975256033325,3.64047118112794e-09,2.81085394576668e-08
"gene-SAOUHSC_02552",675,549,526,435,593,104,421.310841415728,0.47025834158853,0.241708552652065,1.94555937896603,0.0517076904837273,0.0878133702700721
"gene-SAOUHSC_02553",656,525,461,522,856,107,442.630724034228,0.0785573830771194,0.240395879052253,0.326783401557578,0.743831714458651,0.79897340553696
"gene-SAOUHSC_02554",7486,6154,5543,5700,9845,1299,5149.98851616143,0.0997572419524429,0.238561500400932,0.418161529772358,0.675829020693452,0.741572196045137
"gene-SAOUHSC_02555",613,402,389,251,385,115,336.289810725076,0.448896047749034,0.416551290369088,1.07764891893934,0.281190462379268,0.369890845103403
"gene-SAOUHSC_02556",790,573,597,466,899,272,595.456922755306,-0.243348099776178,0.462189278409482,-0.526511780224768,0.598532669273383,0.677924812594357
"gene-SAOUHSC_02557",1893,975,1390,275,252,34,663.721768372751,2.86626198680178,0.312725064808744,9.16543734207786,4.93464686290291e-20,1.45439430658246e-18
"gene-SAOUHSC_02558",363,206,242,40,26,8,123.610446680724,3.2480169728662,0.404622891628107,8.02726944043365,9.96660344537295e-16,1.83345369421257e-14
"gene-SAOUHSC_02559",652,427,506,53,42,7,234.258589237329,3.86217005080874,0.333368021912426,11.5853045191698,4.89224902057135e-31,3.72490404594057e-29
"gene-SAOUHSC_02561",3350,2183,2102,576,487,200,1295.19584744119,2.08704691355598,0.426207153124689,4.89678997232927,9.74148582609364e-07,5.17469237389974e-06
"gene-SAOUHSC_02562",1146,662,737,254,266,36,427.548719091366,2.1169365764512,0.262175647364287,8.07449737507378,6.7755158077077e-16,1.28080612613288e-14
"gene-SAOUHSC_02563",1473,859,1057,289,340,33,554.622376068059,2.36236985653253,0.28905764576615,8.1726599906086,3.01663258026906e-16,5.90613564465535e-15
"gene-SAOUHSC_02564",2054,1308,1436,498,584,51,808.956982519889,2.12687079362417,0.29516239259964,7.2057648499586,5.77189367063154e-13,7.9902831066672e-12
"gene-SAOUHSC_02565",3402,1833,2435,644,676,54,1229.11252925004,2.55678496770382,0.355930979136358,7.18337295030536,6.80122383019209e-13,9.36791684349574e-12
"gene-SAOUHSC_02566",34815,15596,31173,16998,18310,2465,16694.3139343511,1.06114790807202,0.34364240527941,3.0879422672217,0.00201547621741107,0.00501763879375454
"gene-SAOUHSC_02567",28,17,22,61,45,4,23.4227937504106,-0.70241162435398,0.513477332190624,-1.36795059941072,0.171327539768104,0.244079410865059
"gene-SAOUHSC_02568",2952,1984,2468,2639,4883,542,2170.79645827357,-0.151875595592107,0.275055708450759,-0.552163037980709,0.580836655713943,0.66006354614922
"gene-SAOUHSC_02569",1477,960,1515,2395,3719,688,1654.59545883601,-0.987669649971972,0.333729400764967,-2.95949247416637,0.00308146228264316,0.00730016259008203
"gene-SAOUHSC_02570",3192,2321,2650,7768,9888,1232,3823.78380879656,-1.24391623310606,0.208181221234547,-5.97516061117061,2.29863606511018e-09,1.83155856234506e-08
"gene-SAOUHSC_02571",17136,20127,21129,13778,13603,4046,13986.1344479977,0.564105200021338,0.388399392524545,1.45238435198039,0.146394764817943,0.212874297276383
"gene-SAOUHSC_02572",20320,16636,13737,49201,64124,9446,25288.1785883547,-1.38182749049565,0.191646718664282,-7.21028515451013,5.58348273742467e-13,7.80832968534745e-12
"gene-SAOUHSC_02573",2275,2139,1733,12879,19950,6340,8548.73629820864,-3.16445174094353,0.437107538298785,-7.23952680674307,4.50252883902944e-13,6.36156265349469e-12
"gene-SAOUHSC_02574",2258,1778,1674,12230,14750,2980,5646.57412314323,-2.61486723937683,0.249679264216004,-10.4729050992182,1.15056790261238e-25,5.9503898510576e-24
"gene-SAOUHSC_02575",432,284,306,1501,1284,90,500.57295687141,-1.36145714898329,0.418108779195304,-3.25622712731257,0.00112903396017697,0.00300746558293983
"gene-SAOUHSC_02576",1111,1171,1229,1283,1502,352,1029.84545090807,-0.0864437399392624,0.330263104968922,-0.261742043354788,0.793520324243428,0.836875416987778
"gene-SAOUHSC_A02445",78,49,68,50,34,7,40.9443858190627,0.981557024267866,0.431176404528494,2.27646275157666,0.0228183275583554,0.0433085342954343
"gene-SAOUHSC_02577",5858,4549,3608,10527,14923,3228,6766.92022134137,-1.32591163434468,0.306969126714817,-4.31936477956133,1.56478951461518e-05,6.30748244052972e-05
"gene-SAOUHSC_02579",4184,3104,3704,2617,2940,629,2546.59328160577,0.603744472194895,0.275103094279401,2.19461171011664,0.0281914628268078,0.0521019547523177
"gene-SAOUHSC_02580",3983,3048,3232,4641,5639,979,3171.96109466821,-0.286494817838292,0.214238135528546,-1.33727273686117,0.181133626787918,0.255394686741607
"gene-SAOUHSC_A02450",142,76,171,376,628,12,167.177253129613,-1.05315019114491,0.655695796652809,-1.60615669113791,0.10823948638909,0.165838139850472
"gene-SAOUHSC_02581",9259,7019,6532,13129,16356,2712,8087.56374810269,-0.644628385219047,0.196949214989495,-3.2730690764796,0.00106386474478087,0.00284493001506767
"gene-SAOUHSC_02582",41555,36373,30011,64750,75118,19697,43054.977260005,-0.903418447095565,0.328622178292901,-2.74910978859846,0.00597573668787852,0.0131879986002214
"gene-SAOUHSC_02583",14158,11618,12155,6204,9235,2564,8638.38796453384,0.667627001595845,0.387528238817001,1.72278284450675,0.0849278022638277,0.135077640123546
"gene-SAOUHSC_02584",2271,2877,1500,2675,3426,403,1844.40760890477,0.0262330071051102,0.324269828468147,0.0808986985592682,0.935522514973993,0.951833605120585
"gene-SAOUHSC_02585",4029,3097,3102,3443,6140,435,2704.96286116922,0.141661088540064,0.325546492456937,0.43514856348453,0.663454595250087,0.731508063387163
"gene-SAOUHSC_02586",282,173,232,101,155,17,133.321774225942,1.29568930723613,0.310560028618911,4.17210583409004,3.01797389531763e-05,0.000114257823854498
"gene-SAOUHSC_02587",317,152,173,604,539,28,228.067503931722,-0.722968526290856,0.493100480103809,-1.4661687738342,0.142602313296883,0.208911245722478
"gene-SAOUHSC_02588",45,9,26,39,68,11,29.1427082691053,-0.756613020584652,0.577200206421928,-1.3108329002079,0.189914224539152,0.266404754074624
"gene-SAOUHSC_02589",14857,10827,10994,7862,8763,664,7286.0342836312,1.1988669567947,0.339699240002152,3.52920117450691,0.000416816143385135,0.00122585091096422
"gene-SAOUHSC_02590",8453,7894,7624,15967,20219,4799,10407.6825158423,-1.06436537742402,0.317684102313214,-3.35038917488741,0.000806980940774483,0.00221636749365016
"gene-SAOUHSC_02591",822,495,520,1509,2356,109,727.371133506457,-0.928362484736951,0.436126968230293,-2.12865186600141,0.0332830739646794,0.0601773784546083
"gene-SAOUHSC_02592",570,442,372,1055,1533,210,602.913823462143,-1.10812909910207,0.218563383788281,-5.07005830480506,3.97693850363188e-07,2.31439244977813e-06
"gene-SAOUHSC_02593",285,257,194,913,1172,67,366.616143364266,-1.38560907027092,0.40256373855095,-3.44196194932632,0.000577511478225125,0.00164891558522403
"gene-SAOUHSC_02594",774,590,484,2520,5114,488,1368.32847612736,-2.13216823252439,0.295833584682165,-7.20732311314529,5.70624917259848e-13,7.93950709750885e-12
"gene-SAOUHSC_02595",413,250,307,2850,4856,256,1105.5070284204,-2.86489876598374,0.409075265442235,-7.00335368086019,2.49906891035811e-12,3.09952392909121e-11
"gene-SAOUHSC_02596",267,206,233,467,587,20,223.053386160431,-0.359347405591876,0.511337229011449,-0.702760106645453,0.482205262413133,0.570253099112695
"gene-SAOUHSC_02597",2206,1834,1320,3682,4794,728,2119.78458988158,-0.902629534596693,0.226580630140808,-3.98370122828133,6.78501668562177e-05,0.000234523716712349
"gene-SAOUHSC_02599",311,200,195,764,812,53,299.824186309472,-1.08627576303527,0.393148974860336,-2.7630130879043,0.00572704699738509,0.0127005144173402
"gene-SAOUHSC_02600",2101,1582,1354,3328,6051,1075,2387.66741923357,-1.28567064216051,0.307898460830058,-4.1756319232467,2.97159978759025e-05,0.000112703249095808
"gene-SAOUHSC_02601",1036,798,748,2507,3053,1100,1684.88129573274,-1.88924897868749,0.430724234092139,-4.38621472662099,1.15340263422628e-05,4.83406211072513e-05
"gene-SAOUHSC_02602",358,273,180,1650,2771,1645,1677.45084627222,-3.82069121788238,0.634566653652369,-6.02094546867798,1.73401175579793e-09,1.40204313352275e-08
"gene-SAOUHSC_02603",233,131,176,689,1028,92,315.609044537681,-1.70842026441593,0.310589022609465,-5.50058160479193,3.78540502106673e-08,2.60044991547466e-07
"gene-SAOUHSC_02604",5892,5034,3729,20055,25367,13479,15884.5282507151,-2.77488417811577,0.55295529876479,-5.01827938770892,5.21363184554077e-07,2.97101141135702e-06
"gene-SAOUHSC_02605",1217,844,815,1748,2905,801,1418.58803627693,-1.36527716039956,0.406262897326885,-3.36057555189697,0.000777802544679937,0.00214698567469054
"gene-SAOUHSC_02606",3225,2172,2061,922,1170,276,1429.84706371933,1.3446767505337,0.308626391355823,4.35697266402402,1.31873730499944e-05,5.39501336269173e-05
"gene-SAOUHSC_02607",2881,2119,1987,571,799,307,1314.74573407612,1.4725993988578,0.469213020339715,3.13844530100982,0.00169846631986807,0.00431864209903374
"gene-SAOUHSC_02608",870,610,594,547,631,28,429.284502302938,0.972674506679136,0.455340940408574,2.13614551286858,0.0326675550242216,0.0592421693450707
"gene-SAOUHSC_02609",208,130,194,120,117,11,106.883529770858,1.12350911493998,0.36906234818729,3.04422578043595,0.0023327999263885,0.00573986050110492
"gene-SAOUHSC_02610",6085,5989,3833,14163,16454,9480,11828.7131149443,-2.12400617977606,0.57069137624892,-3.72181229325187,0.000197798040658025,0.000621748198903263
"gene-SAOUHSC_02611",2933,1863,2184,4429,5134,501,2312.02815555424,-0.488389945606233,0.277524336620175,-1.75980943348638,0.0784401230651191,0.12625036836259
"gene-SAOUHSC_02612",1284,956,736,2537,2747,494,1301.3770249803,-1.12821425153155,0.238205928352347,-4.73629795587088,2.17657521212103e-06,1.05780011638719e-05
"gene-SAOUHSC_02613",1151,822,612,2455,2337,194,995.406190109991,-0.869677029655967,0.364726113214104,-2.38446603669818,0.0171039267201407,0.0334781502659774
"gene-SAOUHSC_A02483",196,139,165,243,216,25,135.606298175847,0.0432623212020649,0.320964239013583,0.134788602415717,0.892779017552197,0.922029098475923
"gene-SAOUHSC_02614",2436,2010,1655,3173,4520,605,2056.92903842153,-0.522101454952617,0.204182321619718,-2.55703554945864,0.0105568428289487,0.0217239535992105
"gene-SAOUHSC_02615",977,855,730,1652,3044,609,1251.90027335524,-1.32495101399094,0.342159764160839,-3.87231683199348,0.000107805687712102,0.000353886694633379
"gene-SAOUHSC_02616",13,6,12,14,7,0,6.61152363022538,0.619805001104414,0.886588887641966,0.699089521359658,0.484496086674132,0.572168795163204
"gene-SAOUHSC_02618",1848,1168,1341,877,1133,71,859.695981827177,1.198308202474,0.370525839219359,3.23407459247282,0.00122037577484902,0.00321639422967419
"gene-SAOUHSC_02619",543,357,378,230,247,10,233.35122438894,1.56599552827904,0.463720385171584,3.37702541953077,0.000732742781542017,0.00204318205921329
"gene-SAOUHSC_02620",4992,3433,5172,582,797,77,2105.73731513289,3.26895487227237,0.310893868826165,10.5146971364051,7.39179141011014e-26,3.89632697213691e-24
"gene-SAOUHSC_02621",615,417,363,435,421,262,458.698036790487,-0.475253709937186,0.56410876070414,-0.842485958459426,0.399515996123939,0.48974657664388
"gene-SAOUHSC_02622",1381,1088,1138,841,665,131,753.184169107563,1.00742184059005,0.273833221034657,3.67896136481754,0.000234185737755659,0.000723566930192068
"gene-SAOUHSC_02623",5807,4383,4493,4883,5918,1401,4121.38418406341,-0.0294160110118122,0.300004954166791,-0.098051750823615,0.92189120009476,0.941469366415699
"gene-SAOUHSC_02624",1857,1414,1489,2181,2330,138,1233.9247360195,0.20459927913159,0.409824594833972,0.499236214006329,0.617612985235629,0.693802128086418
"gene-SAOUHSC_02625",1033,719,629,1559,2290,114,805.47836834131,-0.559870995586463,0.41844800478664,-1.33797028348106,0.180906124029978,0.255205190924431
"gene-SAOUHSC_02626",1224,954,788,2259,3601,536,1379.79464772368,-1.24504665083837,0.241633909065443,-5.15261560620271,2.56878160566645e-07,1.54070686676843e-06
"gene-SAOUHSC_02627",2292,1565,1403,3778,4184,1204,2375.85996641139,-1.19595821427064,0.35258971809196,-3.39192594935148,0.000694031944730955,0.00194712544576003
"gene-SAOUHSC_02628",2837,2023,2075,3125,3081,365,1866.5567875757,0.0758662751789736,0.251832850232416,0.301256468760755,0.763218932730443,0.814318059406051
"gene-SAOUHSC_02629",14980,23364,14598,23764,33058,6852,18113.9330592224,-0.485928479330242,0.375115805140402,-1.29540923808413,0.19517909287786,0.272257452202654
"gene-SAOUHSC_02630",5579,8485,4919,8342,13512,1828,6199.32925975153,-0.378249279866697,0.345740389031221,-1.09402688221231,0.273943188340062,0.362043529045376
"gene-SAOUHSC_02631",492,232,280,1112,1080,74,419.570923090802,-1.07265712804603,0.422566140635635,-2.53843605744774,0.0111349148578756,0.0228107635466645
"gene-SAOUHSC_02632",188,136,139,378,775,136,274.22174852691,-1.70035100127036,0.349175287750666,-4.8696201046293,1.11813005211216e-06,5.86002767273311e-06
"gene-SAOUHSC_02633",477,470,368,1024,1443,160,549.862276278673,-1.0006536503857,0.249383636855371,-4.0125072478834,6.00772338383568e-05,0.000210847244495437
"gene-SAOUHSC_02634",20,14,20,10,12,3,11.9149890564224,0.960827973489226,0.611893597102385,1.57025335456886,0.116356181310896,0.176142408753524
"gene-SAOUHSC_02635",5911,3965,4845,2993,4363,250,2980.46141961986,1.12037421124985,0.389089464098894,2.87947712448232,0.00398335194348431,0.00916739519487028
"gene-SAOUHSC_A02503",53,16,46,57,47,5,30.3457435938416,0.0635508989949628,0.561271297153373,0.113226703943845,0.909850825113914,0.934745544091919
"gene-SAOUHSC_02636",7152,4897,5151,4981,4908,1022,4117.15861452127,0.448059884554316,0.248126205386377,1.80577413762729,0.0709536267724913,0.115352248507354
"gene-SAOUHSC_02637",4755,3256,4285,4191,5384,600,3126.35487413652,0.279136504697434,0.254315137787614,1.09760082363067,0.272378833056627,0.360671681839717
"gene-SAOUHSC_02638",12034,9877,9731,8017,12363,1488,7536.18398158371,0.495626070190483,0.21342070802241,2.32229606387792,0.0202169993515344,0.0389148842855028
"gene-SAOUHSC_A02505",166,130,95,83,127,102,144.263349855194,-0.722530962899774,0.706382816357503,-1.02286033319092,0.306373886780529,0.397242584515341
"gene-SAOUHSC_02639",57,47,52,88,115,8,48.5814488771583,-0.373396715232987,0.391812938737518,-0.952997408498375,0.340591383739725,0.433006021721051
"gene-SAOUHSC_02640",865,555,543,220,266,21,334.324800289475,1.99025553133535,0.311919611992166,6.38066814274357,1.76317016722403e-10,1.66077299943679e-09
"gene-SAOUHSC_02641",620,421,462,168,152,12,250.103921010231,2.22814502124589,0.354580388817255,6.28389243036858,3.30199224324635e-10,2.97722392721653e-09
"gene-SAOUHSC_02643",808,597,678,724,877,131,547.198069240119,0.175688223954079,0.216138296337563,0.812850970564195,0.416303507923346,0.506474884695025
"gene-SAOUHSC_02644",3810,2644,3118,2050,2126,201,1908.92827240831,1.19165362986271,0.303561143585321,3.92558024979166,8.65209181917164e-05,0.000291343779807733
"gene-SAOUHSC_02645",1416,3361,965,27603,7352,215,4910.05431805403,-2.31745492227349,0.897457563443756,-2.58224457252426,0.00981599944389346,0.0203522348530348
"gene-SAOUHSC_02646",2235,5062,1348,28398,6751,578,5600.72015661644,-1.82801394049581,0.79359518771952,-2.30345895335983,0.021253034068125,0.0406805631150354
"gene-SAOUHSC_02647",8177,6312,5096,6608,6247,1954,5385.72727518475,0.00496520436455373,0.360142458077053,0.0137867786849265,0.989000090613646,0.990083728404677
"gene-SAOUHSC_02648",12003,8846,10156,28118,31760,5694,14494.2137527551,-1.23630149930984,0.224931059833973,-5.49635741823465,3.87716299134527e-08,2.65682593981934e-07
